direction,chrf++,spBLEU(spm-200),spBLEU(spm-100)
kmb_Latn-taq_Latn,17.2,2.9,3.4
kmb_Latn-taq_Tfng,13.9,4,3.8
kmb_Latn-tat_Cyrl,24.3,9.8,14.2
kmb_Latn-tel_Telu,21.3,10.5,10.4
kmb_Latn-tgk_Cyrl,25.9,10.7,12.4
kmb_Latn-tgl_Latn,34,12,12
kmb_Latn-tha_Thai,18.3,7.7,4.5
kmb_Latn-tir_Ethi,10.8,5.4,6.3
kmb_Latn-tpi_Latn,31.1,8.8,11.7
kmb_Latn-tsn_Latn,31.9,10.4,11.8
kmb_Latn-tso_Latn,31.3,10.2,13.1
kmb_Latn-tuk_Latn,23,6.9,9.6
kmb_Latn-tum_Latn,25.3,6.6,9.1
kmb_Latn-tur_Latn,27,11.2,10.4
kmb_Latn-twi_Latn,24.6,6.4,8.8
kmb_Latn-tzm_Tfng,22.5,11.3,16
kmb_Latn-uig_Arab,22.8,10.2,16.5
kmb_Latn-ukr_Cyrl,25.2,10.5,9.9
kmb_Latn-umb_Latn,21.7,2.6,3.3
kmb_Latn-urd_Arab,21.4,8,7.6
kmb_Latn-uzn_Latn,25.3,7.7,8.4
kmb_Latn-vec_Latn,27.3,9,8.8
kmb_Latn-vie_Latn,29.6,13.9,13.4
kmb_Latn-war_Latn,33.5,12,12.4
kmb_Latn-wol_Latn,21,5.3,6.2
kmb_Latn-xho_Latn,26.2,7.8,8.9
kmb_Latn-ydd_Hebr,20.9,5.2,9.8
kmb_Latn-yor_Latn,16.2,3.8,5.6
kmb_Latn-yue_Hant,9.4,6,5.5
kmb_Latn-zho_Hans,10.9,10.2,8.7
kmb_Latn-zho_Hant,7.2,5.1,4.4
kmb_Latn-zsm_Latn,33.8,12.4,12.2
kmb_Latn-zul_Latn,29.1,10.5,11.9
kmr_Latn-ace_Arab,15.2,3.6,3.7
kmr_Latn-ace_Latn,30.5,7.7,8.9
kmr_Latn-acm_Arab,17.6,3.4,2.4
kmr_Latn-acq_Arab,24.4,12.2,9.7
kmr_Latn-aeb_Arab,27,10.2,7.8
kmr_Latn-afr_Latn,45.1,22.5,22.8
kmr_Latn-ajp_Arab,34.1,18.5,14.8
kmr_Latn-aka_Latn,26.4,7.1,9.9
kmr_Latn-als_Latn,43.1,22.5,22.3
kmr_Latn-amh_Ethi,28.5,20.4,22.3
kmr_Latn-apc_Arab,34.6,19.2,15.9
kmr_Latn-arb_Arab,40,24.2,20.2
kmr_Latn-ars_Arab,30.1,16.7,13.6
kmr_Latn-ary_Arab,29.7,13.5,10.7
kmr_Latn-arz_Arab,33,16.9,13.5
kmr_Latn-asm_Beng,28.8,15.4,19.5
kmr_Latn-ast_Latn,37.5,17,18.3
kmr_Latn-awa_Deva,27.6,12.5,13.9
kmr_Latn-ayr_Latn,29.1,6.9,10.6
kmr_Latn-azb_Arab,21.1,3.7,3.4
kmr_Latn-azj_Latn,35.3,16.8,14.7
kmr_Latn-bak_Cyrl,36,18.4,29.3
kmr_Latn-bam_Latn,24.7,5.6,7.9
kmr_Latn-ban_Latn,35.3,11.5,12.9
kmr_Latn-bel_Cyrl,33.2,17.9,15.7
kmr_Latn-bem_Latn,30.9,8.6,10.3
kmr_Latn-ben_Beng,36.7,22,23.2
kmr_Latn-bho_Deva,32.3,14.4,16.6
kmr_Latn-bjn_Arab,15.7,3.7,3.8
kmr_Latn-bjn_Latn,37.4,12.8,12.9
kmr_Latn-bod_Tibt,25.3,5.5,1.4
kmr_Latn-bos_Latn,42.3,22.2,20.8
kmr_Latn-bug_Latn,28.5,6.3,7.4
kmr_Latn-bul_Cyrl,45.5,27,25
kmr_Latn-cat_Latn,46,26.3,26.4
kmr_Latn-ceb_Latn,46.7,22,23.6
kmr_Latn-ces_Latn,40.1,22.5,21.4
kmr_Latn-cjk_Latn,21.1,2.6,3.1
kmr_Latn-ckb_Arab,36.1,15.7,17.7
kmr_Latn-crh_Latn,37,17.2,19.4
kmr_Latn-cym_Latn,45.7,28.2,28.7
kmr_Latn-dan_Latn,46.4,25.5,24.9
kmr_Latn-deu_Latn,43.8,23.6,22.1
kmr_Latn-dik_Latn,20.3,4,5.3
kmr_Latn-dyu_Latn,16.9,2.3,2.4
kmr_Latn-dzo_Tibt,29.1,8.5,2.5
kmr_Latn-ell_Grek,38.6,23.7,21.1
kmr_Latn-eng_Latn,52.9,32.9,32.3
kmr_Latn-epo_Latn,44.9,23.8,25.4
kmr_Latn-est_Latn,41.1,20.2,20.1
kmr_Latn-eus_Latn,39.8,17.9,18.9
kmr_Latn-ewe_Latn,32.2,12,16.2
kmr_Latn-fao_Latn,36.6,17.2,18.3
kmr_Latn-fij_Latn,41.7,17.4,20.6
kmr_Latn-fin_Latn,40.6,19.9,18.5
kmr_Latn-fon_Latn,15.7,3.9,6.2
kmr_Latn-fra_Latn,48.8,30,29.1
kmr_Latn-fur_Latn,38.1,19.2,20.7
kmr_Latn-fuv_Latn,20.4,3.6,3.8
kmr_Latn-gaz_Latn,32.9,9.5,11.1
kmr_Latn-gla_Latn,39.6,17.5,20.9
kmr_Latn-gle_Latn,42.2,22.9,25.7
kmr_Latn-glg_Latn,44.1,22.7,23.4
kmr_Latn-grn_Latn,28.1,9.4,11.2
kmr_Latn-guj_Gujr,37.7,21.6,24.5
kmr_Latn-hat_Latn,40.3,18.5,20.4
kmr_Latn-hau_Latn,41.4,18.2,19.7
kmr_Latn-heb_Hebr,39.5,24,22.1
kmr_Latn-hin_Deva,40.8,22.8,24.3
kmr_Latn-hne_Deva,36.4,17.6,21.6
kmr_Latn-hrv_Latn,42.5,22.4,20.8
kmr_Latn-hun_Latn,39.9,21.2,19.4
kmr_Latn-hye_Armn,39.6,24.8,24.3
kmr_Latn-ibo_Latn,34.6,14.1,18.4
kmr_Latn-ilo_Latn,42.7,17.1,18.9
kmr_Latn-ind_Latn,50.2,25.7,25.4
kmr_Latn-isl_Latn,37.7,20.4,19.6
kmr_Latn-ita_Latn,43,22.6,21.9
kmr_Latn-jav_Latn,41,16,18
kmr_Latn-jpn_Jpan,19.3,13.9,16.8
kmr_Latn-kab_Latn,29.4,11.4,13.2
kmr_Latn-kac_Latn,32.5,10.3,12
kmr_Latn-kam_Latn,23.6,4.9,5.4
kmr_Latn-kan_Knda,39.5,23.6,24.7
kmr_Latn-kas_Arab,25.2,11.5,12.7
kmr_Latn-kas_Deva,14.4,3.2,4
kmr_Latn-kat_Geor,39.8,24.1,22.4
kmr_Latn-kaz_Cyrl,39.8,20.9,21.5
kmr_Latn-kbp_Latn,21.4,6.1,11.9
kmr_Latn-kea_Latn,33.5,13.4,13.9
kmr_Latn-khk_Cyrl,35.8,18.7,16
kmr_Latn-khm_Khmr,29.5,15.5,14.4
kmr_Latn-kik_Latn,23.6,6,8.9
kmr_Latn-kin_Latn,40.4,17.3,22.1
kmr_Latn-kir_Cyrl,36.8,19,21.1
kmr_Latn-kmb_Latn,22.6,3.6,4.5
kmr_Latn-knc_Arab,8.2,3.8,3.8
kmr_Latn-knc_Latn,21.8,4.1,4.5
kmr_Latn-kon_Latn,39.9,14.6,18.6
kmr_Latn-kor_Hang,23.5,16.5,17.7
kmr_Latn-lao_Laoo,36.3,19.8,22.7
kmr_Latn-lij_Latn,34.8,18.5,18.9
kmr_Latn-lim_Latn,33.8,13.1,13
kmr_Latn-lin_Latn,41.6,15.9,18.6
kmr_Latn-lit_Latn,40.9,20.1,20.1
kmr_Latn-lmo_Latn,27.5,6.6,6.6
kmr_Latn-ltg_Latn,35.1,17.1,18.8
kmr_Latn-ltz_Latn,39.9,20,21.7
kmr_Latn-lua_Latn,31.3,7.1,8.9
kmr_Latn-lug_Latn,33.1,8.8,10.8
kmr_Latn-luo_Latn,33.8,11.3,13.5
kmr_Latn-lus_Latn,33.7,12.1,13.9
kmr_Latn-lvs_Latn,39.3,18.6,19.1
kmr_Latn-mag_Deva,38.1,19.6,21.5
kmr_Latn-mai_Deva,29.7,11.5,15.6
kmr_Latn-mal_Mlym,38.6,24,24.1
kmr_Latn-mar_Deva,35.6,17.9,18.7
kmr_Latn-min_Latn,40,16,18
kmr_Latn-mkd_Cyrl,44.3,23.8,23.6
kmr_Latn-mlt_Latn,44.5,29,33.3
kmr_Latn-mni_Beng,29.5,17.3,28
kmr_Latn-mos_Latn,19.3,4,6.4
kmr_Latn-mri_Latn,37,13.7,15.3
kmr_Latn-mya_Mymr,29.8,14.8,16.8
kmr_Latn-nld_Latn,42.9,21.8,20.8
kmr_Latn-nno_Latn,38.9,17.7,17.6
kmr_Latn-nob_Latn,42,19.9,19.3
kmr_Latn-npi_Deva,36.1,18.4,19.1
kmr_Latn-nso_Latn,42.5,18.7,22.4
kmr_Latn-nus_Latn,25.5,10.9,13.6
kmr_Latn-nya_Latn,38,12.5,17.4
kmr_Latn-oci_Latn,40.7,21.1,21.9
kmr_Latn-ory_Orya,33.7,18.8,22.1
kmr_Latn-pag_Latn,38.8,14.7,16.4
kmr_Latn-pan_Guru,36.9,22.9,25.5
kmr_Latn-pap_Latn,41.5,20.5,21.5
kmr_Latn-pbt_Arab,30.5,14.7,14.1
kmr_Latn-pes_Arab,38.4,21.3,20.9
kmr_Latn-plt_Latn,41.7,16.3,18.9
kmr_Latn-pol_Latn,37.4,19.6,17.3
kmr_Latn-por_Latn,47.6,28.2,27
kmr_Latn-prs_Arab,38.8,19,18.6
kmr_Latn-quy_Latn,25.2,4.3,5.7
kmr_Latn-ron_Latn,45,26.1,24.3
kmr_Latn-run_Latn,35.6,13.9,17.4
kmr_Latn-rus_Cyrl,41.3,24.1,21.8
kmr_Latn-sag_Latn,31.2,7.9,9.9
kmr_Latn-san_Deva,22.2,5.6,7.6
kmr_Latn-sat_Olck,22.2,13.9,14.7
kmr_Latn-scn_Latn,32.5,11.4,11.9
kmr_Latn-shn_Mymr,27.1,9.1,16.6
kmr_Latn-sin_Sinh,34.4,25.3,22
kmr_Latn-slk_Latn,40.8,22.3,21.7
kmr_Latn-slv_Latn,41.6,21.4,21
kmr_Latn-smo_Latn,41.5,19,22.2
kmr_Latn-sna_Latn,36.2,12.9,16.5
kmr_Latn-snd_Arab,35.5,19.1,23.3
kmr_Latn-som_Latn,35.6,12.1,12
kmr_Latn-sot_Latn,37.7,13.5,16.3
kmr_Latn-spa_Latn,41.9,20.2,19.7
kmr_Latn-srd_Latn,42.2,21,22.4
kmr_Latn-srp_Cyrl,41.2,22.1,22.1
kmr_Latn-ssw_Latn,35.7,12.3,15.6
kmr_Latn-sun_Latn,37.2,13.8,14.8
kmr_Latn-swe_Latn,45.2,25.2,23.7
kmr_Latn-swh_Latn,45.8,22.2,22.7
kmr_Latn-szl_Latn,35.2,18.2,19.5
kmr_Latn-tam_Taml,41.8,23,22.9
kmr_Latn-taq_Latn,20,3.5,4.1
kmr_Latn-taq_Tfng,15.2,4.5,5
kmr_Latn-tat_Cyrl,39.2,21.2,29.8
kmr_Latn-tel_Telu,39.1,23.5,24.6
kmr_Latn-tgk_Cyrl,40.1,22.9,26.9
kmr_Latn-tgl_Latn,47.1,21.9,22.9
kmr_Latn-tha_Thai,33.6,25.1,16.6
kmr_Latn-tir_Ethi,20.5,12.5,14.7
kmr_Latn-tpi_Latn,38.1,13.9,18.1
kmr_Latn-tsn_Latn,40.3,17.3,20.1
kmr_Latn-tso_Latn,40.3,16.7,21.9
kmr_Latn-tuk_Latn,34,14.9,20
kmr_Latn-tum_Latn,27.3,6.9,9.3
kmr_Latn-tur_Latn,43.3,24.1,22.8
kmr_Latn-twi_Latn,30.3,9.7,14
kmr_Latn-tzm_Tfng,25.7,13.3,18.4
kmr_Latn-uig_Arab,35.3,19.5,31.3
kmr_Latn-ukr_Cyrl,39.9,22.2,20.9
kmr_Latn-umb_Latn,25.4,3.3,4.4
kmr_Latn-urd_Arab,37.6,18.8,18.5
kmr_Latn-uzn_Latn,39.1,17.6,20.4
kmr_Latn-vec_Latn,37.4,15,15.4
kmr_Latn-vie_Latn,45,26.6,26.4
kmr_Latn-war_Latn,43.1,18.5,19.8
kmr_Latn-wol_Latn,26.1,7.1,8.7
kmr_Latn-xho_Latn,38.2,15.2,18.4
kmr_Latn-ydd_Hebr,30.4,11.3,17.7
kmr_Latn-yor_Latn,23.5,10.2,13.3
kmr_Latn-yue_Hant,13.3,11.9,10.2
kmr_Latn-zho_Hans,18,19.5,16.4
kmr_Latn-zho_Hant,11.3,9.8,8.2
kmr_Latn-zsm_Latn,48.9,24.1,23.8
kmr_Latn-zul_Latn,40.2,17.9,21.2
knc_Arab-ace_Arab,11,1.3,1.3
knc_Arab-ace_Latn,15.3,1.4,1.7
knc_Arab-acm_Arab,10.4,1.2,0.9
knc_Arab-acq_Arab,10.6,1.9,1.5
knc_Arab-aeb_Arab,12.7,2.3,1.8
knc_Arab-afr_Latn,18.2,3.1,2.9
knc_Arab-ajp_Arab,11.8,2.1,1.6
knc_Arab-aka_Latn,13.4,1.9,2.1
knc_Arab-als_Latn,17.2,3,2.9
knc_Arab-amh_Ethi,7.5,2.8,3.1
knc_Arab-apc_Arab,12.8,2.6,2
knc_Arab-arb_Arab,14.9,3.9,3.1
knc_Arab-ars_Arab,10.7,2.1,1.8
knc_Arab-ary_Arab,13.4,2.6,2
knc_Arab-arz_Arab,12.6,2.4,1.8
knc_Arab-asm_Beng,11.9,3.3,4.2
knc_Arab-ast_Latn,16.4,2.4,2.7
knc_Arab-awa_Deva,12.3,2.6,3.1
knc_Arab-ayr_Latn,16.6,1.7,2.6
knc_Arab-azb_Arab,12.1,0.9,0.8
knc_Arab-azj_Latn,14.4,2.8,2.5
knc_Arab-bak_Cyrl,13.1,2.4,4.6
knc_Arab-bam_Latn,15.1,1.5,1.9
knc_Arab-ban_Latn,17.3,1.8,1.9
knc_Arab-bel_Cyrl,14.4,3.2,2.6
knc_Arab-bem_Latn,16.3,1.6,1.6
knc_Arab-ben_Beng,13.5,3.8,3.9
knc_Arab-bho_Deva,14.2,2.9,3.5
knc_Arab-bjn_Arab,11.4,1.7,1.7
knc_Arab-bjn_Latn,17.5,1.8,1.8
knc_Arab-bod_Tibt,14.5,1,0.5
knc_Arab-bos_Latn,16.6,2.7,2.4
knc_Arab-bug_Latn,15.2,1.5,1.8
knc_Arab-bul_Cyrl,16.7,3.8,3.5
knc_Arab-cat_Latn,17.9,4.1,4.1
knc_Arab-ceb_Latn,20.6,3.4,3.3
knc_Arab-ces_Latn,14.9,2.8,2.6
knc_Arab-cjk_Latn,14.1,0.9,0.8
knc_Arab-ckb_Arab,14.6,2.6,2.8
knc_Arab-crh_Latn,14.4,1.8,2
knc_Arab-cym_Latn,17.1,4.4,4.2
knc_Arab-dan_Latn,17.7,2.9,2.6
knc_Arab-deu_Latn,17.5,3.1,2.9
knc_Arab-dik_Latn,12.6,1.2,1.6
knc_Arab-dyu_Latn,12.4,1,0.8
knc_Arab-dzo_Tibt,17.4,2.2,0.9
knc_Arab-ell_Grek,15,4.6,3.9
knc_Arab-eng_Latn,19.1,3.8,3.7
knc_Arab-epo_Latn,18.2,3.3,3.3
knc_Arab-est_Latn,16.3,2.5,2.5
knc_Arab-eus_Latn,16.9,3.1,2.8
knc_Arab-ewe_Latn,16,2.3,3.1
knc_Arab-fao_Latn,15.9,2.4,2.2
knc_Arab-fij_Latn,22.5,3.9,4.6
knc_Arab-fin_Latn,16.7,2.5,2.3
knc_Arab-fon_Latn,7.5,0.9,1.3
knc_Arab-fra_Latn,18.3,4.8,4.6
knc_Arab-fur_Latn,16.8,2.8,2.8
knc_Arab-fuv_Latn,12,0.8,0.7
knc_Arab-gaz_Latn,16,1.3,1.5
knc_Arab-gla_Latn,18.6,3.1,3.2
knc_Arab-gle_Latn,17.3,3.3,3.5
knc_Arab-glg_Latn,17.4,3.6,3.6
knc_Arab-grn_Latn,15.3,2.2,2.6
knc_Arab-guj_Gujr,14.1,3.7,4.4
knc_Arab-hat_Latn,16.9,2.6,2.7
knc_Arab-hau_Latn,17.3,1.9,1.9
knc_Arab-heb_Hebr,14.4,3.3,2.8
knc_Arab-hin_Deva,14.6,3.8,4.3
knc_Arab-hne_Deva,13.5,3,3.9
knc_Arab-hrv_Latn,16.4,2.6,2.3
knc_Arab-hun_Latn,15.6,3.2,2.9
knc_Arab-hye_Armn,14.3,4.2,3.9
knc_Arab-ibo_Latn,14.1,2.5,2.8
knc_Arab-ilo_Latn,20.4,2.6,2.7
knc_Arab-ind_Latn,18.6,2.7,2.6
knc_Arab-isl_Latn,15.4,3.1,2.7
knc_Arab-ita_Latn,17.8,3.4,3.2
knc_Arab-jav_Latn,16.6,1.8,1.7
knc_Arab-jpn_Jpan,4.7,1.4,2.1
knc_Arab-kab_Latn,14.8,2.1,2.4
knc_Arab-kac_Latn,17.9,2,2.1
knc_Arab-kam_Latn,15.6,1.6,1.6
knc_Arab-kan_Knda,14.5,3.6,3.8
knc_Arab-kas_Arab,11.8,2.9,3.2
knc_Arab-kas_Deva,9.2,1.1,1.3
knc_Arab-kat_Geor,15.6,4.4,3.9
knc_Arab-kaz_Cyrl,14.5,2.7,2.7
knc_Arab-kbp_Latn,14.2,1.8,4.6
knc_Arab-kea_Latn,14.2,1.6,1.6
knc_Arab-khk_Cyrl,13.1,2.2,1.9
knc_Arab-khm_Khmr,11.5,2.9,2.6
knc_Arab-kik_Latn,15.3,1.7,2.7
knc_Arab-kin_Latn,17.4,2.4,3
knc_Arab-kir_Cyrl,14,2.5,2.6
knc_Arab-kmb_Latn,15,1.2,1.2
knc_Arab-kmr_Latn,14.3,2.2,2.4
knc_Arab-knc_Latn,15.2,1.4,1.6
knc_Arab-kon_Latn,21.1,2.6,3.3
knc_Arab-kor_Hang,6.1,2.1,2.2
knc_Arab-lao_Laoo,13.7,2.7,3
knc_Arab-lij_Latn,14.2,3.5,3.5
knc_Arab-lim_Latn,15.7,2.2,2
knc_Arab-lin_Latn,19.9,2.7,3
knc_Arab-lit_Latn,16,2.7,2.5
knc_Arab-lmo_Latn,13.8,1.5,1.4
knc_Arab-ltg_Latn,15.6,2.4,2.7
knc_Arab-ltz_Latn,17,3,3.3
knc_Arab-lua_Latn,17.6,1.4,1.6
knc_Arab-lug_Latn,16.5,1.4,1.5
knc_Arab-luo_Latn,17.2,2.2,2.4
knc_Arab-lus_Latn,16.9,2.6,2.7
knc_Arab-lvs_Latn,15.9,2.5,2.5
knc_Arab-mag_Deva,13.9,3.2,3.8
knc_Arab-mai_Deva,10.6,1.8,2.6
knc_Arab-mal_Mlym,13.9,3.9,3.9
knc_Arab-mar_Deva,13.7,3.2,3.5
knc_Arab-min_Latn,17.5,2.1,2.2
knc_Arab-mkd_Cyrl,17.5,3.7,3.5
knc_Arab-mlt_Latn,15.7,4.3,4.7
knc_Arab-mni_Beng,13.2,3.9,6.8
knc_Arab-mos_Latn,12.5,1.2,2.4
knc_Arab-mri_Latn,19.2,3.2,3.5
knc_Arab-mya_Mymr,12.4,2.9,3.4
knc_Arab-nld_Latn,18.4,3,2.8
knc_Arab-nno_Latn,17.1,2.5,2.3
knc_Arab-nob_Latn,17.2,2.5,2.3
knc_Arab-npi_Deva,9.8,2.2,2.4
knc_Arab-nso_Latn,18.8,2.6,2.7
knc_Arab-nus_Latn,15.5,3.9,4.7
knc_Arab-nya_Latn,17.7,2.1,2.5
knc_Arab-oci_Latn,17.3,3.7,3.7
knc_Arab-ory_Orya,11.1,2.6,3.3
knc_Arab-pag_Latn,17.8,2.4,2.5
knc_Arab-pan_Guru,13.1,4.1,4.6
knc_Arab-pap_Latn,16.9,2.8,2.8
knc_Arab-pbt_Arab,13.2,2,1.8
knc_Arab-pes_Arab,15.2,2.9,2.7
knc_Arab-plt_Latn,19,2.5,2.6
knc_Arab-pol_Latn,15.8,3.1,2.9
knc_Arab-por_Latn,17.5,3.8,3.6
knc_Arab-prs_Arab,15.6,2.5,2.3
knc_Arab-quy_Latn,15.1,1.1,1.3
knc_Arab-ron_Latn,17.6,3.6,3.3
knc_Arab-run_Latn,16.7,2.3,2.8
knc_Arab-rus_Cyrl,15.5,3.2,2.9
knc_Arab-sag_Latn,18.6,2.3,2.7
knc_Arab-san_Deva,10,0.7,1
knc_Arab-sat_Olck,13.2,5.9,5.5
knc_Arab-scn_Latn,15.3,2,2
knc_Arab-shn_Mymr,16,2.1,5.2
knc_Arab-sin_Sinh,13.5,5,4.4
knc_Arab-slk_Latn,15.1,2.8,2.6
knc_Arab-slv_Latn,17,2.8,2.6
knc_Arab-smo_Latn,18.6,3.3,3.5
knc_Arab-sna_Latn,15.3,1.6,1.8
knc_Arab-snd_Arab,13.6,3.2,4.1
knc_Arab-som_Latn,17.3,1.8,1.8
knc_Arab-sot_Latn,17.5,2.2,2.1
knc_Arab-spa_Latn,18.6,3.8,3.7
knc_Arab-srd_Latn,18.5,3.2,3.3
knc_Arab-srp_Cyrl,16,3,2.9
knc_Arab-ssw_Latn,16.3,1.9,2.2
knc_Arab-sun_Latn,16.6,1.9,1.9
knc_Arab-swe_Latn,17.2,3,2.8
knc_Arab-swh_Latn,18,2.4,2.3
knc_Arab-szl_Latn,14.2,2.5,2.7
knc_Arab-tam_Taml,16.5,3.8,3.7
knc_Arab-taq_Latn,12.4,1,1.2
knc_Arab-taq_Tfng,11.3,2.2,2
knc_Arab-tat_Cyrl,14.1,2.7,4.7
knc_Arab-tel_Telu,14.4,3.8,3.9
knc_Arab-tgk_Cyrl,15.6,3.5,4.1
knc_Arab-tgl_Latn,21,3.3,3.1
knc_Arab-tha_Thai,12.1,4.2,2.4
knc_Arab-tir_Ethi,7.5,2.4,2.8
knc_Arab-tpi_Latn,20.7,3,3.8
knc_Arab-tsn_Latn,19.5,2.7,2.9
knc_Arab-tso_Latn,17.8,2.3,3.1
knc_Arab-tuk_Latn,12.8,1.7,2.6
knc_Arab-tum_Latn,15.3,1.9,2.5
knc_Arab-tur_Latn,15,2.8,2.5
knc_Arab-twi_Latn,14.8,2.1,2.5
knc_Arab-tzm_Tfng,15.6,4.3,7.1
knc_Arab-uig_Arab,14.6,3.4,6.9
knc_Arab-ukr_Cyrl,14.5,2.9,2.6
knc_Arab-umb_Latn,15.8,1.1,1.1
knc_Arab-urd_Arab,14.3,3.1,2.9
knc_Arab-uzn_Latn,15.8,2.5,2.7
knc_Arab-vec_Latn,16.1,2.1,2.1
knc_Arab-vie_Latn,14.7,3.4,3.2
knc_Arab-war_Latn,20.2,3,2.8
knc_Arab-wol_Latn,13.4,1.3,1.5
knc_Arab-xho_Latn,15.4,2,2.1
knc_Arab-ydd_Hebr,15.9,3,4.5
knc_Arab-yor_Latn,11.7,2.1,3
knc_Arab-yue_Hant,3.4,2.3,2
knc_Arab-zho_Hans,4.6,3.1,2.7
knc_Arab-zho_Hant,3.6,2.2,1.8
knc_Arab-zsm_Latn,18.6,2.4,2.3
knc_Arab-zul_Latn,15.7,2.3,2.5
knc_Latn-ace_Arab,13.3,2.2,2.3
knc_Latn-ace_Latn,26.1,5.8,6.2
knc_Latn-acm_Arab,16.9,3,2.2
knc_Latn-acq_Arab,15.1,5.9,4.9
knc_Latn-aeb_Arab,22.9,8.8,7.2
knc_Latn-afr_Latn,33.1,12.9,12.9
knc_Latn-ajp_Arab,24.7,10.3,8.6
knc_Latn-aka_Latn,24.5,6.3,8.4
knc_Latn-als_Latn,30.6,11.3,11.2
knc_Latn-amh_Ethi,18.6,11.6,12.8
knc_Latn-apc_Arab,25.6,11.5,9.5
knc_Latn-arb_Arab,28.9,14.1,11.6
knc_Latn-ars_Arab,18.8,7.6,7.1
knc_Latn-ary_Arab,24.2,9.5,7.2
knc_Latn-arz_Arab,26.4,11.7,9.7
knc_Latn-asm_Beng,21.6,9.6,12
knc_Latn-ast_Latn,30.9,11.5,12.2
knc_Latn-awa_Deva,19.9,7.7,8.4
knc_Latn-ayr_Latn,26.6,5.4,8.3
knc_Latn-azb_Arab,18.3,2.9,2.6
knc_Latn-azj_Latn,26.2,8.7,7.5
knc_Latn-bak_Cyrl,26.6,10.9,18.3
knc_Latn-bam_Latn,23.8,5.2,6.9
knc_Latn-ban_Latn,29.7,7.8,8.2
knc_Latn-bel_Cyrl,25,10.3,8.8
knc_Latn-bem_Latn,27.8,6.4,7.3
knc_Latn-ben_Beng,25.9,13.3,13.5
knc_Latn-bho_Deva,25,9.7,11.1
knc_Latn-bjn_Arab,12.9,2.3,2.3
knc_Latn-bjn_Latn,31.5,9,9
knc_Latn-bod_Tibt,22.3,3.7,1.4
knc_Latn-bos_Latn,29.5,11,10.3
knc_Latn-bug_Latn,25.1,4.9,5.7
knc_Latn-bul_Cyrl,31.6,14.5,13.4
knc_Latn-cat_Latn,33,15.3,15.4
knc_Latn-ceb_Latn,36.4,14,14.3
knc_Latn-ces_Latn,27.8,11.9,11.2
knc_Latn-cjk_Latn,21.1,2.7,2.9
knc_Latn-ckb_Arab,26.9,8.9,10
knc_Latn-crh_Latn,26.9,8.8,10.1
knc_Latn-cym_Latn,32.2,15.7,15.9
knc_Latn-dan_Latn,33,13.7,13.4
knc_Latn-deu_Latn,32,12.7,11.8
knc_Latn-dik_Latn,20.6,3.9,4.7
knc_Latn-dyu_Latn,17.8,2.6,2.5
knc_Latn-dzo_Tibt,25.9,6.3,2.2
knc_Latn-ell_Grek,27.7,13.8,12.2
knc_Latn-eng_Latn,36.8,18.8,18.7
knc_Latn-epo_Latn,32.7,13.5,14.3
knc_Latn-est_Latn,29.8,10.2,10
knc_Latn-eus_Latn,29.7,10.1,10.2
knc_Latn-ewe_Latn,27.9,8.5,11.2
knc_Latn-fao_Latn,27.9,9.7,10.1
knc_Latn-fij_Latn,36.5,13.1,15.2
knc_Latn-fin_Latn,29.5,10,9.3
knc_Latn-fon_Latn,17.1,4,6.2
knc_Latn-fra_Latn,34.5,16.8,16.5
knc_Latn-fur_Latn,29.4,11.5,12.2
knc_Latn-fuv_Latn,19.1,3.3,3.4
knc_Latn-gaz_Latn,27.5,6,6.8
knc_Latn-gla_Latn,31.3,10.6,12.2
knc_Latn-gle_Latn,31.2,12.9,14.3
knc_Latn-glg_Latn,32.2,13.1,13.4
knc_Latn-grn_Latn,25.9,8.2,9.8
knc_Latn-guj_Gujr,27.3,13.3,14.7
knc_Latn-hat_Latn,29.9,10.6,11.4
knc_Latn-hau_Latn,33.3,11.3,11.7
knc_Latn-heb_Hebr,27.2,13.2,12.2
knc_Latn-hin_Deva,28.8,13.9,14.7
knc_Latn-hne_Deva,26.1,11.4,13.7
knc_Latn-hrv_Latn,30,11.7,10.9
knc_Latn-hun_Latn,29.3,12.1,11.1
knc_Latn-hye_Armn,28.9,14.5,14
knc_Latn-ibo_Latn,28.4,10.2,12.5
knc_Latn-ilo_Latn,35.2,11,11.8
knc_Latn-ind_Latn,36.5,14.9,14.8
knc_Latn-isl_Latn,28.2,11.8,11.3
knc_Latn-ita_Latn,31.2,12.2,11.9
knc_Latn-jav_Latn,31.4,9.6,10.2
knc_Latn-jpn_Jpan,13.4,8.9,11.2
knc_Latn-kab_Latn,24.9,6.8,8.2
knc_Latn-kac_Latn,30.8,8.8,10
knc_Latn-kam_Latn,22,4.2,4.5
knc_Latn-kan_Knda,28.8,14.5,14.9
knc_Latn-kas_Arab,20,7.7,8.5
knc_Latn-kas_Deva,12.7,2.6,3.1
knc_Latn-kat_Geor,29.5,14.3,13.1
knc_Latn-kaz_Cyrl,28.4,11.3,11.2
knc_Latn-kbp_Latn,21.6,5.4,10.6
knc_Latn-kea_Latn,22.5,6.8,6.9
knc_Latn-khk_Cyrl,26,10.1,8.6
knc_Latn-khm_Khmr,23.1,10.1,8.9
knc_Latn-kik_Latn,21.8,4.6,7.1
knc_Latn-kin_Latn,31.9,10.9,13.9
knc_Latn-kir_Cyrl,27.1,11.2,11.8
knc_Latn-kmb_Latn,21.6,3.4,4
